ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
463,27-3012,Public Address System and Other Announcers,detailed,"7,920"
464,27-3020,"News Analysts, Reporters and Correspondents",broad,"44,480"
465,27-3021,Broadcast News Analysts,detailed,"5,700"
466,27-3022,Reporters and Correspondents,detailed,"38,790"
467,27-3030,Public Relations Specialists,broad,"233,730"
468,27-3031,Public Relations Specialists,detailed,"233,730"
469,27-3040,Writers and Editors,broad,"192,160"
470,27-3041,Editors,detailed,"96,890"
471,27-3042,Technical Writers,detailed,"49,960"
472,27-3043,Writers and Authors,detailed,"45,300"
473,27-3090,Miscellaneous Media and Communication Workers,broad,"74,650"
474,27-3091,Interpreters and Translators,detailed,"53,150"
475,27-3099,"Media and Communication Workers, All Other",detailed,"21,510"
476,27-4000,Media and Communication Equipment Workers,minor,"237,240"
477,27-4010,Broadcast and Sound Engineering Technicians and Radio Operators,broad,"117,270"
478,27-4011,Audio and Video Equipment Technicians,detailed,"72,740"
479,27-4012,Broadcast Technicians,detailed,"30,390"
480,27-4013,Radio Operators,detailed,770
481,27-4014,Sound Engineering Technicians,detailed,"13,370"
482,27-4020,Photographers,broad,"49,320"
483,27-4021,Photographers,detailed,"49,320"
484,27-4030,"Television, Video, and Motion Picture Camera Operators and Editors",broad,"51,630"
485,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,"20,860"
486,27-4032,Film and Video Editors,detailed,"30,770"
487,27-4090,Miscellaneous Media and Communication Equipment Workers,broad,"19,030"
488,27-4099,"Media and Communication Equipment Workers, All Other",detailed,"19,030"
489,29-0000,Healthcare Practitioners and Technical Occupations,major,"8,506,740"
490,29-1000,Health Diagnosing and Treating Practitioners,minor,"5,269,630"
491,29-1010,Chiropractors,broad,"33,630"
492,29-1011,Chiropractors,detailed,"33,630"
493,29-1020,Dentists,broad,"125,300"
494,29-1021,"Dentists, General",detailed,"110,400"
495,29-1022,Oral and Maxillofacial Surgeons,detailed,"4,800"
496,29-1023,Orthodontists,detailed,"5,080"
497,29-1024,Prosthodontists,detailed,430
498,29-1029,"Dentists, All Other Specialists",detailed,"4,590"
499,29-1030,Dietitians and Nutritionists,broad,"62,980"
500,29-1031,Dietitians and Nutritionists,detailed,"62,980"
501,29-1040,Optometrists,broad,"37,240"
502,29-1041,Optometrists,detailed,"37,240"
503,29-1050,Pharmacists,broad,"309,330"
504,29-1051,Pharmacists,detailed,"309,330"
505,29-1060,Physicians and Surgeons,broad,"666,490"
506,29-1061,Anesthesiologists,detailed,"30,590"
507,29-1062,Family and General Practitioners,detailed,"126,440"
508,29-1063,"Internists, General",detailed,"42,280"
509,29-1064,Obstetricians and Gynecologists,detailed,"18,880"
510,29-1065,"Pediatricians, General",detailed,"28,990"
511,29-1066,Psychiatrists,detailed,"25,250"
512,29-1067,Surgeons,detailed,"38,600"
513,29-1069,"Physicians and Surgeons, All Other",detailed,"355,460"
514,29-1070,Physician Assistants,broad,"109,220"
515,29-1071,Physician Assistants,detailed,"109,220"
516,29-1080,Podiatrists,broad,"9,670"
517,29-1081,Podiatrists,detailed,"9,670"
518,29-1120,Therapists,broad,"676,140"
519,29-1122,Occupational Therapists,detailed,"126,050"
520,29-1123,Physical Therapists,detailed,"225,420"
521,29-1124,Radiation Therapists,detailed,"17,250"
522,29-1125,Recreational Therapists,detailed,"18,490"
523,29-1126,Respiratory Therapists,detailed,"128,250"
524,29-1127,Speech-Language Pathologists,detailed,"142,360"
525,29-1128,Exercise Physiologists,detailed,"6,300"
526,29-1129,"Therapists, All Other",detailed,"12,020"
527,29-1130,Veterinarians,broad,"69,370"
528,29-1131,Veterinarians,detailed,"69,370"
529,29-1140,Registered Nurses,broad,"2,906,840"
530,29-1141,Registered Nurses,detailed,"2,906,840"
531,29-1150,Nurse Anesthetists,broad,"42,620"
532,29-1151,Nurse Anesthetists,detailed,"42,620"
533,29-1160,Nurse Midwives,broad,"6,530"
534,29-1161,Nurse Midwives,detailed,"6,530"
535,29-1170,Nurse Practitioners,broad,"166,280"
536,29-1171,Nurse Practitioners,detailed,"166,280"
537,29-1180,Audiologists,broad,"12,020"
538,29-1181,Audiologists,detailed,"12,020"
539,29-1190,Miscellaneous Health Diagnosing and Treating Practitioners,broad,"35,970"
540,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,"35,970"
541,29-2000,Health Technologists and Technicians,minor,"3,075,910"
542,29-2010,Clinical Laboratory Technologists and Technicians,detailed,"322,380"
543,29-2010,Clinical Laboratory Technologists and Technicians,broad,"322,380"
544,29-2020,Dental Hygienists,broad,"211,600"
545,29-2021,Dental Hygienists,detailed,"211,600"
546,29-2030,Diagnostic Related Technologists and Technicians,broad,"382,500"
547,29-2031,Cardiovascular Technologists and Technicians,detailed,"56,130"
548,29-2032,Diagnostic Medical Sonographers,detailed,"68,750"
549,29-2033,Nuclear Medicine Technologists,detailed,"18,930"
550,29-2034,Radiologic Technologists,detailed,"201,200"
551,29-2035,Magnetic Resonance Imaging Technologists,detailed,"37,490"
552,29-2040,Emergency Medical Technicians and Paramedics,broad,"251,860"
553,29-2041,Emergency Medical Technicians and Paramedics,detailed,"251,860"
554,29-2050,Health Practitioner Support Technologists and Technicians,broad,"785,590"
555,29-2051,Dietetic Technicians,detailed,"33,370"
556,29-2052,Pharmacy Technicians,detailed,"417,720"
557,29-2053,Psychiatric Technicians,detailed,"66,930"
558,29-2054,Respiratory Therapy Technicians,detailed,"9,600"
559,29-2055,Surgical Technologists,detailed,"106,470"
560,29-2056,Veterinary Technologists and Technicians,detailed,"103,430"
561,29-2057,Ophthalmic Medical Technicians,detailed,"48,060"
562,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,"702,700"
563,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"702,700"
564,29-2070,Medical Records and Health Information Technicians,broad,"204,220"
565,29-2071,Medical Records and Health Information Technicians,detailed,"204,220"
566,29-2080,"Opticians, Dispensing",broad,"75,450"
567,29-2081,"Opticians, Dispensing",detailed,"75,450"
568,29-2090,Miscellaneous Health Technologists and Technicians,broad,"139,620"
569,29-2091,Orthotists and Prosthetists,detailed,"7,840"
570,29-2092,Hearing Aid Specialists,detailed,"7,380"
571,29-2099,"Health Technologists and Technicians, All Other",detailed,"124,390"
572,29-9000,Other Healthcare Practitioners and Technical Occupations,minor,"161,190"
573,29-9010,Occupational Health and Safety Specialists and Technicians,broad,"98,830"
574,29-9011,Occupational Health and Safety Specialists,detailed,"81,330"
575,29-9012,Occupational Health and Safety Technicians,detailed,"17,490"
576,29-9090,Miscellaneous Health Practitioners and Technical Workers,broad,"62,360"
577,29-9091,Athletic Trainers,detailed,"25,010"
578,29-9092,Genetic Counselors,detailed,"2,660"
579,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,"34,700"
580,31-0000,Healthcare Support Occupations,major,"4,113,410"
581,31-1000,"Nursing, Psychiatric, and Home Health Aides",minor,"2,393,040"
582,31-1010,"Nursing, Psychiatric, and Home Health Aides",broad,"2,393,040"
583,31-1011,Home Health Aides,detailed,"820,960"
584,31-1013,Psychiatric Aides,detailed,"65,770"
585,31-1014,Nursing Assistants,detailed,"1,453,670"
586,31-1015,Orderlies,detailed,"52,630"
587,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,"188,850"
588,31-2010,Occupational Therapy Assistants and Aides,broad,"49,390"
589,31-2011,Occupational Therapy Assistants,detailed,"41,650"
590,31-2012,Occupational Therapy Aides,detailed,"7,740"
591,31-2020,Physical Therapist Assistants and Aides,broad,"139,460"
592,31-2021,Physical Therapist Assistants,detailed,"90,170"
593,31-2022,Physical Therapist Aides,detailed,"49,290"
594,31-9000,Other Healthcare Support Occupations,minor,"1,531,520"
595,31-9010,Massage Therapists,broad,"103,300"
596,31-9011,Massage Therapists,detailed,"103,300"
597,31-9090,Miscellaneous Healthcare Support Occupations,broad,"1,428,220"
598,31-9091,Dental Assistants,detailed,"337,160"
599,31-9092,Medical Assistants,detailed,"646,320"
600,31-9093,Medical Equipment Preparers,detailed,"53,920"
601,31-9094,Medical Transcriptionists,detailed,"55,880"
602,31-9095,Pharmacy Aides,detailed,"35,960"
603,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"84,400"
604,31-9097,Phlebotomists,detailed,"122,550"
605,31-9099,"Healthcare Support Workers, All Other",detailed,"92,030"
606,33-0000,Protective Service Occupations,major,"3,408,680"
607,33-1000,Supervisors of Protective Service Workers,minor,"280,260"
608,33-1010,First-Line Supervisors of Law Enforcement Workers,broad,"147,140"
609,33-1011,First-Line Supervisors of Correctional Officers,detailed,"42,280"
610,33-1012,First-Line Supervisors of Police and Detectives,detailed,"104,860"
611,33-1020,First-Line Supervisors of Fire Fighting and Prevention Workers,broad,"58,690"
612,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"58,690"
613,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,"74,430"
614,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"74,430"
615,33-2000,Fire Fighting and Prevention Workers,minor,"333,760"
616,33-2010,Firefighters,broad,"319,860"
617,33-2011,Firefighters,detailed,"319,860"
618,33-2020,Fire Inspectors,broad,"13,900"
619,33-2021,Fire Inspectors and Investigators,detailed,"11,940"
620,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,"1,960"
621,33-3000,Law Enforcement Workers,minor,"1,235,290"
622,33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,"447,350"
623,33-3011,Bailiffs,detailed,"18,480"
624,33-3012,Correctional Officers and Jailers,detailed,"428,870"
625,33-3020,Detectives and Criminal Investigators,broad,"105,350"
626,33-3021,Detectives and Criminal Investigators,detailed,"105,350"
627,33-3030,Fish and Game Wardens,broad,"6,020"
628,33-3031,Fish and Game Wardens,detailed,"6,020"
629,33-3040,Parking Enforcement Workers,broad,"8,660"
630,33-3041,Parking Enforcement Workers,detailed,"8,660"
631,33-3050,Police Officers,broad,"667,910"
632,33-3051,Police and Sheriff's Patrol Officers,detailed,"662,390"
633,33-3052,Transit and Railroad Police,detailed,"5,520"
634,33-9000,Other Protective Service Workers,minor,"1,559,360"
635,33-9010,Animal Control Workers,broad,"12,700"
636,33-9011,Animal Control Workers,detailed,"12,700"
637,33-9020,Private Detectives and Investigators,broad,"30,980"
638,33-9021,Private Detectives and Investigators,detailed,"30,980"
639,33-9030,Security Guards and Gaming Surveillance Officers,broad,"1,115,730"
640,33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,"10,290"
641,33-9032,Security Guards,detailed,"1,105,440"
642,33-9090,Miscellaneous Protective Service Workers,broad,"399,960"
643,33-9091,Crossing Guards,detailed,"76,440"
644,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"145,660"
645,33-9093,Transportation Security Screeners,detailed,"42,470"
646,33-9099,"Protective Service Workers, All Other",detailed,"135,390"
647,35-0000,Food Preparation and Serving Related Occupations,major,"13,193,090"
648,35-1000,Supervisors of Food Preparation and Serving Workers,minor,"1,058,870"
649,35-1010,Supervisors of Food Preparation and Serving Workers,broad,"1,058,870"
650,35-1011,Chefs and Head Cooks,detailed,"131,430"
651,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"927,440"
652,35-2000,Cooks and Food Preparation Workers,minor,"3,207,700"
653,35-2010,Cooks,broad,"2,375,000"
654,35-2011,"Cooks, Fast Food",detailed,"503,780"
655,35-2012,"Cooks, Institution and Cafeteria",detailed,"404,120"
656,35-2013,"Cooks, Private Household",detailed,500
657,35-2014,"Cooks, Restaurant",detailed,"1,276,510"
658,35-2015,"Cooks, Short Order",detailed,"174,230"
659,35-2019,"Cooks, All Other",detailed,"15,870"
660,35-2020,Food Preparation Workers,broad,"832,690"
661,35-2021,Food Preparation Workers,detailed,"832,690"
662,35-3000,Food and Beverage Serving Workers,minor,"7,515,370"
663,35-3010,Bartenders,broad,"613,350"
664,35-3011,Bartenders,detailed,"613,350"
665,35-3020,Fast Food and Counter Workers,broad,"4,053,160"
666,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"3,576,220"
667,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"476,940"
668,35-3030,Waiters and Waitresses,broad,"2,584,220"
669,35-3031,Waiters and Waitresses,detailed,"2,584,220"
670,35-3040,"Food Servers, Nonrestaurant",broad,"264,630"
671,35-3041,"Food Servers, Nonrestaurant",detailed,"264,630"
672,35-9000,Other Food Preparation and Serving Related Workers,minor,"1,411,160"
673,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,"436,730"
674,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"436,730"
675,35-9020,Dishwashers,broad,"503,540"
676,35-9021,Dishwashers,detailed,"503,540"
677,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,"414,540"
678,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"414,540"
679,35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,"56,350"
680,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"56,350"
681,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"4,424,440"
682,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,"255,410"
683,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,"255,410"
684,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"155,090"
685,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"100,320"
686,37-2000,Building Cleaning and Pest Control Workers,minor,"3,176,790"
687,37-2010,Building Cleaning Workers,broad,"3,101,660"
688,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"2,164,040"
689,37-2012,Maids and Housekeeping Cleaners,detailed,"922,660"
690,37-2019,"Building Cleaning Workers, All Other",detailed,"14,970"
691,37-2020,Pest Control Workers,broad,"75,130"
692,37-2021,Pest Control Workers,detailed,"75,130"
693,37-3000,Grounds Maintenance Workers,minor,"992,240"
694,37-3010,Grounds Maintenance Workers,broad,"992,240"
695,37-3011,Landscaping and Groundskeeping Workers,detailed,"912,360"
696,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"25,900"
697,37-3013,Tree Trimmers and Pruners,detailed,"41,140"
698,37-3019,"Grounds Maintenance Workers, All Other",detailed,"12,840"
699,39-0000,Personal Care and Service Occupations,major,"5,159,100"
700,39-1000,Supervisors of Personal Care and Service Workers,minor,"244,300"
701,39-1010,First-Line Supervisors of Gaming Workers,detailed,"30,670"
702,39-1010,First-Line Supervisors of Gaming Workers,broad,"30,670"
703,39-1020,First-Line Supervisors of Personal Service Workers,broad,"213,620"
704,39-1021,First-Line Supervisors of Personal Service Workers,detailed,"213,620"
705,39-2000,Animal Care and Service Workers,minor,"204,850"
706,39-2010,Animal Trainers,broad,"14,340"
707,39-2011,Animal Trainers,detailed,"14,340"
708,39-2020,Nonfarm Animal Caretakers,broad,"190,520"
709,39-2021,Nonfarm Animal Caretakers,detailed,"190,520"
710,39-3000,Entertainment Attendants and Related Workers,minor,"586,270"
711,39-3010,Gaming Services Workers,broad,"115,130"
712,39-3011,Gaming Dealers,detailed,"94,260"
713,39-3012,Gaming and Sports Book Writers and Runners,detailed,"11,210"
714,39-3019,"Gaming Service Workers, All Other",detailed,"9,660"
715,39-3020,Motion Picture Projectionists,broad,"5,700"
716,39-3021,Motion Picture Projectionists,detailed,"5,700"
717,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,"124,710"
718,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"124,710"
719,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,"340,740"
720,39-3091,Amusement and Recreation Attendants,detailed,"310,970"
721,39-3092,Costume Attendants,detailed,"6,430"
722,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"17,950"
723,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,"5,390"
724,39-4000,Funeral Service Workers,minor,"64,630"
725,39-4010,Embalmers,broad,"4,200"
726,39-4011,Embalmers,detailed,"4,200"
727,39-4020,Funeral Attendants,broad,"34,970"
728,39-4021,Funeral Attendants,detailed,"34,970"
729,39-4030,"Morticians, Undertakers, and Funeral Directors",broad,"25,460"
730,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,"25,460"
731,39-5000,Personal Appearance Workers,minor,"536,550"
732,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,"370,710"
733,39-5011,Barbers,detailed,"18,810"
734,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"351,910"
735,39-5090,Miscellaneous Personal Appearance Workers,broad,"165,830"
736,39-5091,"Makeup Artists, Theatrical and Performance",detailed,"3,540"
737,39-5092,Manicurists and Pedicurists,detailed,"104,020"
738,39-5093,Shampooers,detailed,"13,330"
739,39-5094,Skincare Specialists,detailed,"44,940"
740,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,"78,370"
741,39-6010,"Baggage Porters, Bellhops, and Concierges",broad,"78,370"
742,39-6011,Baggage Porters and Bellhops,detailed,"42,620"
743,39-6012,Concierges,detailed,"35,750"
744,39-7000,Tour and Travel Guides,minor,"46,140"
745,39-7010,Tour and Travel Guides,detailed,"46,140"
746,39-7010,Tour and Travel Guides,broad,"46,140"
747,39-9000,Other Personal Care and Service Workers,minor,"3,397,990"
748,39-9010,Childcare Workers,broad,"562,420"
749,39-9011,Childcare Workers,detailed,"562,420"
750,39-9020,Personal Care Aides,broad,"2,035,610"
751,39-9021,Personal Care Aides,detailed,"2,035,610"
752,39-9030,Recreation and Fitness Workers,broad,"632,430"
753,39-9031,Fitness Trainers and Aerobics Instructors,detailed,"280,080"
754,39-9032,Recreation Workers,detailed,"352,350"
755,39-9040,Residential Advisors,broad,"110,720"
756,39-9041,Residential Advisors,detailed,"110,720"
757,39-9090,Miscellaneous Personal Care and Service Workers,broad,"56,820"
758,39-9099,"Personal Care and Service Workers, All Other",detailed,"56,820"
759,41-0000,Sales and Related Occupations,major,"14,522,580"
760,41-1000,Supervisors of Sales Workers,minor,"1,452,010"
761,41-1010,First-Line Supervisors of Sales Workers,broad,"1,452,010"
762,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,200,180"
763,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"251,830"
764,41-2000,Retail Sales Workers,minor,"8,729,350"
765,41-2010,Cashiers,broad,"3,588,960"
766,41-2011,Cashiers,detailed,"3,564,920"
767,41-2012,Gaming Change Persons and Booth Cashiers,detailed,"24,050"
768,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"698,300"
769,41-2021,Counter and Rental Clerks,detailed,"445,530"
770,41-2022,Parts Salespersons,detailed,"252,770"
771,41-2030,Retail Salespersons,broad,"4,442,090"
772,41-2031,Retail Salespersons,detailed,"4,442,090"
773,41-3000,"Sales Representatives, Services",minor,"1,983,790"
774,41-3010,Advertising Sales Agents,broad,"136,520"
775,41-3011,Advertising Sales Agents,detailed,"136,520"
776,41-3020,Insurance Sales Agents,broad,"386,320"
777,41-3021,Insurance Sales Agents,detailed,"386,320"
778,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,"389,610"
779,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"389,610"
780,41-3040,Travel Agents,broad,"67,330"
781,41-3041,Travel Agents,detailed,"67,330"
782,41-3090,"Miscellaneous Sales Representatives, Services",broad,"1,004,020"
783,41-3099,"Sales Representatives, Services, All Other",detailed,"1,004,020"
784,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"1,718,580"
785,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"1,718,580"
786,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"327,190"
787,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"1,391,400"
788,41-9000,Other Sales and Related Workers,minor,"638,860"
789,41-9010,"Models, Demonstrators, and Product Promoters",broad,"88,500"
790,41-9011,Demonstrators and Product Promoters,detailed,"84,780"
791,41-9012,Models,detailed,"3,710"
792,41-9020,Real Estate Brokers and Sales Agents,broad,"188,490"
793,41-9021,Real Estate Brokers,detailed,"40,530"
794,41-9022,Real Estate Sales Agents,detailed,"147,960"
795,41-9030,Sales Engineers,broad,"70,820"
796,41-9031,Sales Engineers,detailed,"70,820"
797,41-9040,Telemarketers,broad,"189,670"
798,41-9041,Telemarketers,detailed,"189,670"
799,41-9090,Miscellaneous Sales and Related Workers,broad,"101,380"
800,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"7,520"
801,41-9099,"Sales and Related Workers, All Other",detailed,"93,860"
802,43-0000,Office and Administrative Support Occupations,major,"21,965,480"
803,43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,458,380"
804,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,458,380"
805,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,458,380"
806,43-2000,Communications Equipment Operators,minor,"88,680"
807,43-2010,"Switchboard Operators, Including Answering Service",broad,"80,380"
808,43-2011,"Switchboard Operators, Including Answering Service",detailed,"80,380"
809,43-2020,Telephone Operators,broad,"6,310"
810,43-2021,Telephone Operators,detailed,"6,310"
811,43-2090,Miscellaneous Communications Equipment Operators,broad,"1,980"
812,43-2099,"Communications Equipment Operators, All Other",detailed,"1,980"
813,43-3000,Financial Clerks,minor,"3,044,000"
814,43-3010,Bill and Account Collectors,broad,"271,700"
815,43-3011,Bill and Account Collectors,detailed,"271,700"
816,43-3020,Billing and Posting Clerks,broad,"476,010"
817,43-3021,Billing and Posting Clerks,detailed,"476,010"
818,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,532,340"
819,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,532,340"
820,43-3040,Gaming Cage Workers,broad,"17,030"
821,43-3041,Gaming Cage Workers,detailed,"17,030"
822,43-3050,Payroll and Timekeeping Clerks,broad,"152,990"
823,43-3051,Payroll and Timekeeping Clerks,detailed,"152,990"
824,43-3060,Procurement Clerks,broad,"70,510"
825,43-3061,Procurement Clerks,detailed,"70,510"
826,43-3070,Tellers,broad,"491,150"
827,43-3071,Tellers,detailed,"491,150"
828,43-3090,Miscellaneous Financial Clerks,broad,"32,260"
829,43-3099,"Financial Clerks, All Other",detailed,"32,260"
830,43-4000,Information and Record Clerks,minor,"5,694,680"
831,43-4010,Brokerage Clerks,broad,"58,930"
832,43-4011,Brokerage Clerks,detailed,"58,930"
833,43-4020,Correspondence Clerks,broad,"6,370"
834,43-4021,Correspondence Clerks,detailed,"6,370"
835,43-4030,"Court, Municipal, and License Clerks",broad,"133,330"
836,43-4031,"Court, Municipal, and License Clerks",detailed,"133,330"
837,43-4040,"Credit Authorizers, Checkers, and Clerks",broad,"34,350"
838,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"34,350"
839,43-4050,Customer Service Representatives,broad,"2,767,790"
840,43-4051,Customer Service Representatives,detailed,"2,767,790"
841,43-4060,"Eligibility Interviewers, Government Programs",broad,"140,590"
842,43-4061,"Eligibility Interviewers, Government Programs",detailed,"140,590"
843,43-4070,File Clerks,broad,"118,840"
844,43-4071,File Clerks,detailed,"118,840"
845,43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,"253,540"
846,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"253,540"
847,43-4110,"Interviewers, Except Eligibility and Loan",broad,"189,600"
848,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"189,600"
849,43-4120,"Library Assistants, Clerical",broad,"94,140"
850,43-4121,"Library Assistants, Clerical",detailed,"94,140"
851,43-4130,Loan Interviewers and Clerks,broad,"227,430"
852,43-4131,Loan Interviewers and Clerks,detailed,"227,430"
853,43-4140,New Accounts Clerks,broad,"41,680"
854,43-4141,New Accounts Clerks,detailed,"41,680"
855,43-4150,Order Clerks,broad,"169,120"
856,43-4151,Order Clerks,detailed,"169,120"
857,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,"134,570"
858,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"134,570"
859,43-4170,Receptionists and Information Clerks,broad,"1,014,900"
860,43-4171,Receptionists and Information Clerks,detailed,"1,014,900"
861,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,"148,220"
862,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"148,220"
863,43-4190,Miscellaneous Information and Record Clerks,broad,"161,250"
864,43-4199,"Information and Record Clerks, All Other",detailed,"161,250"
865,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,"4,152,650"
866,43-5010,Cargo and Freight Agents,broad,"89,920"
867,43-5011,Cargo and Freight Agents,detailed,"89,920"
868,43-5020,Couriers and Messengers,broad,"76,710"
869,43-5021,Couriers and Messengers,detailed,"76,710"
870,43-5030,Dispatchers,broad,"293,970"
871,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"95,450"
872,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"198,520"
873,43-5040,"Meter Readers, Utilities",broad,"33,860"
874,43-5041,"Meter Readers, Utilities",detailed,"33,860"
875,43-5050,Postal Service Workers,broad,"531,750"
876,43-5051,Postal Service Clerks,detailed,"82,890"
877,43-5052,Postal Service Mail Carriers,detailed,"336,900"
878,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"111,960"
879,43-5060,"Production, Planning, and Expediting Clerks",broad,"336,000"
880,43-5061,"Production, Planning, and Expediting Clerks",detailed,"336,000"
881,43-5070,"Shipping, Receiving, and Traffic Clerks",broad,"671,780"
882,43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"671,780"
883,43-5080,Stock Clerks and Order Fillers,broad,"2,046,040"
884,43-5081,Stock Clerks and Order Fillers,detailed,"2,046,040"
885,43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,"72,630"
886,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"72,630"
887,43-6000,Secretaries and Administrative Assistants,minor,"3,613,300"
888,43-6010,Secretaries and Administrative Assistants,broad,"3,613,300"
889,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"596,080"
890,43-6012,Legal Secretaries,detailed,"185,870"
891,43-6013,Medical Secretaries,detailed,"576,520"
892,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"2,254,820"
893,43-9000,Other Office and Administrative Support Workers,minor,"3,913,800"
894,43-9010,Computer Operators,broad,"40,400"
895,43-9011,Computer Operators,detailed,"40,400"
896,43-9020,Data Entry and Information Processing Workers,broad,"245,300"
897,43-9021,Data Entry Keyers,detailed,"180,100"
898,43-9022,Word Processors and Typists,detailed,"65,200"
899,43-9030,Desktop Publishers,broad,"12,000"
900,43-9031,Desktop Publishers,detailed,"12,000"
901,43-9040,Insurance Claims and Policy Processing Clerks,broad,"277,130"
902,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"277,130"
903,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,"85,800"
904,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"85,800"
905,43-9060,"Office Clerks, General",broad,"2,967,620"
906,43-9061,"Office Clerks, General",detailed,"2,967,620"
907,43-9070,"Office Machine Operators, Except Computer",broad,"54,950"
908,43-9071,"Office Machine Operators, Except Computer",detailed,"54,950"
909,43-9080,Proofreaders and Copy Markers,broad,"11,420"
910,43-9081,Proofreaders and Copy Markers,detailed,"11,420"
911,43-9110,Statistical Assistants,broad,"10,110"
