ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
460,27-1026,Merchandise Displayers and Window Trimmers,detailed,"159,790"
461,27-1027,Set and Exhibit Designers,detailed,"6,850"
462,27-1029,"Designers, All Other",detailed,"10,190"
463,27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"438,600"
464,27-2010,"Actors, Producers, and Directors",broad,"168,350"
465,27-2011,Actors,detailed,"30,100"
466,27-2012,Producers and Directors,detailed,"138,250"
467,27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,"215,690"
468,27-2021,Athletes and Sports Competitors,detailed,"12,320"
469,27-2022,Coaches and Scouts,detailed,"193,740"
470,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"9,620"
471,27-2030,Dancers and Choreographers,broad,"7,850"
472,27-2031,Dancers,detailed,"3,850"
473,27-2032,Choreographers,detailed,"3,990"
474,27-2040,"Musicians, Singers, and Related Workers",broad,"33,640"
475,27-2041,Music Directors and Composers,detailed,"9,560"
476,27-2042,Musicians and Singers,detailed,"24,080"
477,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,"13,070"
478,27-2091,"Disc Jockeys, Except Radio",detailed,"4,770"
479,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,"8,300"
480,27-3000,Media and Communication Workers,minor,"573,200"
481,27-3010,Broadcast Announcers and Radio Disc Jockeys,broad,"24,580"
482,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,"24,580"
483,27-3020,"News Analysts, Reporters and Journalists",broad,"39,080"
484,27-3023,"News Analysts, Reporters, and Journalists",detailed,"39,080"
485,27-3030,Public Relations Specialists,broad,"242,710"
486,27-3031,Public Relations Specialists,detailed,"242,710"
487,27-3040,Writers and Editors,broad,"185,810"
488,27-3041,Editors,detailed,"88,780"
489,27-3042,Technical Writers,detailed,"47,620"
490,27-3043,Writers and Authors,detailed,"49,410"
491,27-3090,Miscellaneous Media and Communication Workers,broad,"81,010"
492,27-3091,Interpreters and Translators,detailed,"52,170"
493,27-3092,Court Reporters and Simultaneous Captioners,detailed,"12,300"
494,27-3099,"Media and Communication Workers, All Other",detailed,"16,540"
495,27-4000,Media and Communication Equipment Workers,minor,"194,350"
496,27-4010,"Broadcast, Sound, and Lighting Technicians",broad,"90,940"
497,27-4011,Audio and Video Technicians,detailed,"50,590"
498,27-4012,Broadcast Technicians,detailed,"25,270"
499,27-4014,Sound Engineering Technicians,detailed,"10,800"
500,27-4015,Lighting Technicians,detailed,"4,280"
501,27-4020,Photographers,broad,"38,420"
502,27-4021,Photographers,detailed,"38,420"
503,27-4030,"Television, Video, and Film Camera Operators and Editors",broad,"48,320"
504,27-4031,"Camera Operators, Television, Video, and Film",detailed,"20,280"
505,27-4032,Film and Video Editors,detailed,"28,030"
506,27-4090,Miscellaneous Media and Communication Equipment Workers,broad,"16,670"
507,27-4099,"Media and Communication Equipment Workers, All Other",detailed,"16,670"
508,29-0000,Healthcare Practitioners and Technical Occupations,major,"8,787,730"
509,29-1000,Healthcare Diagnosing or Treating Practitioners,minor,"5,772,460"
510,29-1010,Chiropractors,broad,"35,810"
511,29-1011,Chiropractors,detailed,"35,810"
512,29-1020,Dentists,broad,"124,680"
513,29-1021,"Dentists, General",detailed,"108,680"
514,29-1022,Oral and Maxillofacial Surgeons,detailed,"5,330"
515,29-1023,Orthodontists,detailed,"5,140"
516,29-1024,Prosthodontists,detailed,790
517,29-1029,"Dentists, All Other Specialists",detailed,"4,750"
518,29-1030,Dietitians and Nutritionists,broad,"66,690"
519,29-1031,Dietitians and Nutritionists,detailed,"66,690"
520,29-1040,Optometrists,broad,"38,720"
521,29-1041,Optometrists,detailed,"38,720"
522,29-1050,Pharmacists,broad,"312,550"
523,29-1051,Pharmacists,detailed,"312,550"
524,29-1070,Physician Assistants,broad,"132,940"
525,29-1071,Physician Assistants,detailed,"132,940"
526,29-1080,Podiatrists,broad,"8,840"
527,29-1081,Podiatrists,detailed,"8,840"
528,29-1120,Therapists,broad,"687,440"
529,29-1122,Occupational Therapists,detailed,"127,830"
530,29-1123,Physical Therapists,detailed,"225,350"
531,29-1124,Radiation Therapists,detailed,"16,050"
532,29-1125,Recreational Therapists,detailed,"16,980"
533,29-1126,Respiratory Therapists,detailed,"133,410"
534,29-1127,Speech-Language Pathologists,detailed,"147,470"
535,29-1128,Exercise Physiologists,detailed,"6,860"
536,29-1129,"Therapists, All Other",detailed,"13,490"
537,29-1130,Veterinarians,broad,"77,260"
538,29-1131,Veterinarians,detailed,"77,260"
539,29-1140,Registered Nurses,broad,"3,047,530"
540,29-1141,Registered Nurses,detailed,"3,047,530"
541,29-1150,Nurse Anesthetists,broad,"43,950"
542,29-1151,Nurse Anesthetists,detailed,"43,950"
543,29-1160,Nurse Midwives,broad,"7,750"
544,29-1161,Nurse Midwives,detailed,"7,750"
545,29-1170,Nurse Practitioners,broad,"234,690"
546,29-1171,Nurse Practitioners,detailed,"234,690"
547,29-1180,Audiologists,broad,"13,240"
548,29-1181,Audiologists,detailed,"13,240"
549,29-1210,Physicians,broad,"641,380"
550,29-1211,Anesthesiologists,detailed,"31,130"
551,29-1212,Cardiologists,detailed,"18,610"
552,29-1213,Dermatologists,detailed,"9,230"
553,29-1214,Emergency Medicine Physicians,detailed,"36,180"
554,29-1215,Family Medicine Physicians,detailed,"102,930"
555,29-1216,General Internal Medicine Physicians,detailed,"58,260"
556,29-1217,Neurologists,detailed,"7,120"
557,29-1218,Obstetricians and Gynecologists,detailed,"21,570"
558,29-1221,"Pediatricians, General",detailed,"33,620"
559,29-1222,"Physicians, Pathologists",detailed,"11,010"
560,29-1223,Psychiatrists,detailed,"25,520"
561,29-1224,Radiologists,detailed,"29,530"
562,29-1229,"Physicians, All Other",detailed,"256,670"
563,29-1240,Surgeons,broad,"58,280"
564,29-1241,"Ophthalmologists, Except Pediatric",detailed,"11,610"
565,29-1242,"Orthopedic Surgeons, Except Pediatric",detailed,"16,260"
566,29-1243,Pediatric Surgeons,detailed,820
567,29-1249,"Surgeons, All Other",detailed,"29,590"
568,29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,"240,690"
569,29-1291,Acupuncturists,detailed,"7,250"
570,29-1292,Dental Hygienists,detailed,"207,190"
571,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",detailed,"26,250"
572,29-2000,Health Technologists and Technicians,minor,"2,887,210"
573,29-2010,Clinical Laboratory Technologists and Technicians,broad,"318,780"
574,29-2010,Clinical Laboratory Technologists and Technicians,detailed,"318,780"
575,29-2030,Diagnostic Related Technologists and Technicians,broad,"408,390"
576,29-2031,Cardiovascular Technologists and Technicians,detailed,"55,760"
577,29-2032,Diagnostic Medical Sonographers,detailed,"78,640"
578,29-2033,Nuclear Medicine Technologists,detailed,"17,140"
579,29-2034,Radiologic Technologists and Technicians,detailed,"216,380"
580,29-2035,Magnetic Resonance Imaging Technologists,detailed,"38,070"
581,29-2036,Medical Dosimetrists,detailed,"2,400"
582,29-2040,Emergency Medical Technicians and Paramedics,broad,"257,910"
583,29-2042,Emergency Medical Technicians,detailed,"161,400"
584,29-2043,Paramedics,detailed,"96,510"
585,29-2050,Health Practitioner Support Technologists and Technicians,broad,"845,080"
586,29-2051,Dietetic Technicians,detailed,"21,610"
587,29-2052,Pharmacy Technicians,detailed,"436,630"
588,29-2053,Psychiatric Technicians,detailed,"93,410"
589,29-2055,Surgical Technologists,detailed,"109,060"
590,29-2056,Veterinary Technologists and Technicians,detailed,"118,670"
591,29-2057,Ophthalmic Medical Technicians,detailed,"65,700"
592,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,"641,240"
593,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"641,240"
594,29-2070,Medical Records Specialists,broad,"180,570"
595,29-2072,Medical Records Specialists,detailed,"180,570"
596,29-2080,"Opticians, Dispensing",broad,"73,270"
597,29-2081,"Opticians, Dispensing",detailed,"73,270"
598,29-2090,Miscellaneous Health Technologists and Technicians,broad,"161,980"
599,29-2091,Orthotists and Prosthetists,detailed,"10,410"
600,29-2092,Hearing Aid Specialists,detailed,"10,790"
601,29-2099,"Health Technologists and Technicians, All Other",detailed,"140,770"
602,29-9000,Other Healthcare Practitioners and Technical Occupations,minor,"128,060"
603,29-9020,Health Information Technologists and Medical Registrars,broad,"37,900"
604,29-9021,Health Information Technologists and Medical Registrars,detailed,"37,900"
605,29-9090,Miscellaneous Health Practitioners and Technical Workers,broad,"90,160"
606,29-9091,Athletic Trainers,detailed,"26,070"
607,29-9092,Genetic Counselors,detailed,"2,740"
608,29-9093,Surgical Assistants,detailed,"17,250"
609,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,"44,100"
610,31-0000,Healthcare Support Occupations,major,"6,603,680"
611,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",minor,"4,765,620"
612,31-1120,Home Health and Personal Care Aides,broad,"3,366,480"
613,31-1120,Home Health and Personal Care Aides,detailed,"3,366,480"
614,31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",broad,"1,399,130"
615,31-1131,Nursing Assistants,detailed,"1,314,830"
616,31-1132,Orderlies,detailed,"45,160"
617,31-1133,Psychiatric Aides,detailed,"39,140"
618,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,"181,410"
619,31-2010,Occupational Therapy Assistants and Aides,broad,"45,350"
620,31-2011,Occupational Therapy Assistants,detailed,"41,980"
621,31-2012,Occupational Therapy Aides,detailed,"3,370"
622,31-2020,Physical Therapist Assistants and Aides,broad,"136,050"
623,31-2021,Physical Therapist Assistants,detailed,"93,660"
624,31-2022,Physical Therapist Aides,detailed,"42,390"
625,31-9000,Other Healthcare Support Occupations,minor,"1,656,660"
626,31-9010,Massage Therapists,broad,"81,030"
627,31-9011,Massage Therapists,detailed,"81,030"
628,31-9090,Miscellaneous Healthcare Support Occupations,broad,"1,575,620"
629,31-9091,Dental Assistants,detailed,"347,170"
630,31-9092,Medical Assistants,detailed,"727,760"
631,31-9093,Medical Equipment Preparers,detailed,"61,170"
632,31-9094,Medical Transcriptionists,detailed,"55,830"
633,31-9095,Pharmacy Aides,detailed,"43,560"
634,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"98,970"
635,31-9097,Phlebotomists,detailed,"132,750"
636,31-9099,"Healthcare Support Workers, All Other",detailed,"108,410"
637,33-0000,Protective Service Occupations,major,"3,385,030"
638,33-1000,Supervisors of Protective Service Workers,minor,"342,810"
639,33-1010,First-Line Supervisors of Law Enforcement Workers,broad,"182,700"
640,33-1011,First-Line Supervisors of Correctional Officers,detailed,"54,470"
641,33-1012,First-Line Supervisors of Police and Detectives,detailed,"128,230"
642,33-1020,First-Line Supervisors of Firefighting and Prevention Workers,broad,"80,890"
643,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,"80,890"
644,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,"79,230"
645,33-1091,First-Line Supervisors of Security Workers,detailed,"55,450"
646,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"23,780"
647,33-2000,Firefighting and Prevention Workers,minor,"334,670"
648,33-2010,Firefighters,broad,"317,310"
649,33-2011,Firefighters,detailed,"317,310"
650,33-2020,Fire Inspectors,broad,"17,370"
651,33-2021,Fire Inspectors and Investigators,detailed,"14,600"
652,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,"2,770"
653,33-3000,Law Enforcement Workers,minor,"1,200,060"
654,33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,"409,020"
655,33-3011,Bailiffs,detailed,"16,420"
656,33-3012,Correctional Officers and Jailers,detailed,"392,600"
657,33-3020,Detectives and Criminal Investigators,broad,"107,890"
658,33-3021,Detectives and Criminal Investigators,detailed,"107,890"
659,33-3030,Fish and Game Wardens,broad,"6,730"
660,33-3031,Fish and Game Wardens,detailed,"6,730"
661,33-3040,Parking Enforcement Workers,broad,"7,450"
662,33-3041,Parking Enforcement Workers,detailed,"7,450"
663,33-3050,Police Officers,broad,"668,970"
664,33-3051,Police and Sheriff's Patrol Officers,detailed,"665,380"
665,33-3052,Transit and Railroad Police,detailed,"3,590"
666,33-9000,Other Protective Service Workers,minor,"1,507,480"
667,33-9010,Animal Control Workers,broad,"11,600"
668,33-9011,Animal Control Workers,detailed,"11,600"
669,33-9020,Private Detectives and Investigators,broad,"28,860"
670,33-9021,Private Detectives and Investigators,detailed,"28,860"
671,33-9030,Security Guards and Gambling Surveillance Officers,broad,"1,066,280"
672,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,"9,190"
673,33-9032,Security Guards,detailed,"1,057,100"
674,33-9090,Miscellaneous Protective Service Workers,broad,"400,740"
675,33-9091,Crossing Guards and Flaggers,detailed,"82,690"
676,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"114,320"
677,33-9093,Transportation Security Screeners,detailed,"48,320"
678,33-9094,School Bus Monitors,detailed,"55,310"
679,33-9099,"Protective Service Workers, All Other",detailed,"100,110"
680,35-0000,Food Preparation and Serving Related Occupations,major,"11,201,480"
681,35-1000,Supervisors of Food Preparation and Serving Workers,minor,"1,170,410"
682,35-1010,Supervisors of Food Preparation and Serving Workers,broad,"1,170,410"
683,35-1011,Chefs and Head Cooks,detailed,"129,810"
684,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"1,040,600"
685,35-2000,Cooks and Food Preparation Workers,minor,"3,281,610"
686,35-2010,Cooks,broad,"2,498,260"
687,35-2011,"Cooks, Fast Food",detailed,"768,130"
688,35-2012,"Cooks, Institution and Cafeteria",detailed,"392,860"
689,35-2013,"Cooks, Private Household",detailed,440
690,35-2014,"Cooks, Restaurant",detailed,"1,193,860"
691,35-2015,"Cooks, Short Order",detailed,"124,800"
692,35-2019,"Cooks, All Other",detailed,"18,170"
693,35-2020,Food Preparation Workers,broad,"783,350"
694,35-2021,Food Preparation Workers,detailed,"783,350"
695,35-3000,Food and Beverage Serving Workers,minor,"5,627,500"
696,35-3010,Bartenders,broad,"485,330"
697,35-3011,Bartenders,detailed,"485,330"
698,35-3020,Fast Food and Counter Workers,broad,"3,095,120"
699,35-3023,Fast Food and Counter Workers,detailed,"3,095,120"
700,35-3030,Waiters and Waitresses,broad,"1,804,030"
701,35-3031,Waiters and Waitresses,detailed,"1,804,030"
702,35-3040,"Food Servers, Nonrestaurant",broad,"243,030"
703,35-3041,"Food Servers, Nonrestaurant",detailed,"243,030"
704,35-9000,Other Food Preparation and Serving Related Workers,minor,"1,121,960"
705,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,"336,970"
706,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"336,970"
707,35-9020,Dishwashers,broad,"377,040"
708,35-9021,Dishwashers,detailed,"377,040"
709,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,"324,690"
710,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"324,690"
711,35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,"83,240"
712,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"83,240"
713,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"4,108,810"
714,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,"270,020"
715,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,"270,020"
716,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"153,640"
717,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"116,380"
718,37-2000,Building Cleaning and Pest Control Workers,minor,"2,862,840"
719,37-2010,Building Cleaning Workers,broad,"2,777,470"
720,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"2,036,680"
721,37-2012,Maids and Housekeeping Cleaners,detailed,"723,430"
722,37-2019,"Building Cleaning Workers, All Other",detailed,"17,350"
723,37-2020,Pest Control Workers,broad,"85,370"
724,37-2021,Pest Control Workers,detailed,"85,370"
725,37-3000,Grounds Maintenance Workers,minor,"975,950"
726,37-3010,Grounds Maintenance Workers,broad,"975,950"
727,37-3011,Landscaping and Groundskeeping Workers,detailed,"892,450"
728,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"25,820"
729,37-3013,Tree Trimmers and Pruners,detailed,"41,920"
730,37-3019,"Grounds Maintenance Workers, All Other",detailed,"15,770"
731,39-0000,Personal Care and Service Occupations,major,"2,566,440"
732,39-1000,Supervisors of Personal Care and Service Workers,minor,"187,400"
733,39-1010,First-Line Supervisors of Entertainment and Recreation Workers,broad,"86,370"
734,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,"19,510"
735,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,"66,860"
736,39-1020,First-Line Supervisors of Personal Service Workers,broad,"101,030"
737,39-1022,First-Line Supervisors of Personal Service Workers,detailed,"101,030"
738,39-2000,Animal Care and Service Workers,minor,"241,520"
739,39-2010,Animal Trainers,broad,"15,840"
740,39-2011,Animal Trainers,detailed,"15,840"
741,39-2020,Animal Caretakers,broad,"225,680"
742,39-2021,Animal Caretakers,detailed,"225,680"
743,39-3000,Entertainment Attendants and Related Workers,minor,"418,960"
744,39-3010,Gambling Services Workers,broad,"82,860"
745,39-3011,Gambling Dealers,detailed,"64,700"
746,39-3012,Gambling and Sports Book Writers and Runners,detailed,"7,340"
747,39-3019,"Gambling Service Workers, All Other",detailed,"10,820"
748,39-3020,Motion Picture Projectionists,broad,"1,620"
749,39-3021,Motion Picture Projectionists,detailed,"1,620"
750,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,"54,970"
751,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"54,970"
752,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,"279,510"
753,39-3091,Amusement and Recreation Attendants,detailed,"262,170"
754,39-3092,Costume Attendants,detailed,"3,380"
755,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"9,670"
756,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,"4,290"
757,39-4000,Funeral Service Workers,minor,"63,300"
758,39-4010,Embalmers and Crematory Operators,broad,"6,110"
759,39-4011,Embalmers,detailed,"4,070"
760,39-4012,Crematory Operators,detailed,"2,040"
761,39-4020,Funeral Attendants,broad,"32,490"
762,39-4021,Funeral Attendants,detailed,"32,490"
763,39-4030,"Morticians, Undertakers, and Funeral Arrangers",broad,"24,700"
764,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,"24,700"
765,39-5000,Personal Appearance Workers,minor,"481,530"
766,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,"298,880"
767,39-5011,Barbers,detailed,"12,910"
768,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"285,980"
769,39-5090,Miscellaneous Personal Appearance Workers,broad,"182,640"
770,39-5091,"Makeup Artists, Theatrical and Performance",detailed,"1,960"
771,39-5092,Manicurists and Pedicurists,detailed,"120,540"
772,39-5093,Shampooers,detailed,"9,560"
773,39-5094,Skincare Specialists,detailed,"50,580"
774,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,"54,100"
775,39-6010,"Baggage Porters, Bellhops, and Concierges",broad,"54,100"
776,39-6011,Baggage Porters and Bellhops,detailed,"20,530"
777,39-6012,Concierges,detailed,"33,560"
778,39-7000,Tour and Travel Guides,minor,"30,980"
779,39-7010,Tour and Travel Guides,broad,"30,980"
780,39-7010,Tour and Travel Guides,detailed,"30,980"
781,39-9000,Other Personal Care and Service Workers,minor,"1,088,670"
782,39-9010,Childcare Workers,broad,"438,520"
783,39-9011,Childcare Workers,detailed,"438,520"
784,39-9030,Recreation and Fitness Workers,broad,"485,620"
785,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,"221,600"
786,39-9032,Recreation Workers,detailed,"264,020"
787,39-9040,Residential Advisors,broad,"92,500"
788,39-9041,Residential Advisors,detailed,"92,500"
789,39-9090,Miscellaneous Personal Care and Service Workers,broad,"72,030"
790,39-9099,"Personal Care and Service Workers, All Other",detailed,"72,030"
791,41-0000,Sales and Related Occupations,major,"13,256,290"
792,41-1000,Supervisors of Sales Workers,minor,"1,387,190"
793,41-1010,First-Line Supervisors of Sales Workers,broad,"1,387,190"
794,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,143,260"
795,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"243,920"
796,41-2000,Retail Sales Workers,minor,"7,665,410"
797,41-2010,Cashiers,broad,"3,335,170"
798,41-2011,Cashiers,detailed,"3,318,020"
799,41-2012,Gambling Change Persons and Booth Cashiers,detailed,"17,150"
800,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"636,750"
801,41-2021,Counter and Rental Clerks,detailed,"371,620"
802,41-2022,Parts Salespersons,detailed,"265,130"
803,41-2030,Retail Salespersons,broad,"3,693,490"
804,41-2031,Retail Salespersons,detailed,"3,693,490"
805,41-3000,"Sales Representatives, Services",minor,"2,009,700"
806,41-3010,Advertising Sales Agents,broad,"96,660"
807,41-3011,Advertising Sales Agents,detailed,"96,660"
808,41-3020,Insurance Sales Agents,broad,"422,600"
809,41-3021,Insurance Sales Agents,detailed,"422,600"
810,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,"426,870"
811,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"426,870"
812,41-3040,Travel Agents,broad,"37,190"
813,41-3041,Travel Agents,detailed,"37,190"
814,41-3090,"Miscellaneous Sales Representatives, Services",broad,"1,026,390"
815,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,"1,026,390"
816,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"1,508,660"
817,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"1,508,660"
818,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"266,160"
819,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"1,242,490"
820,41-9000,Other Sales and Related Workers,minor,"685,330"
821,41-9010,"Models, Demonstrators, and Product Promoters",broad,"42,670"
822,41-9011,Demonstrators and Product Promoters,detailed,"40,680"
823,41-9012,Models,detailed,"2,000"
824,41-9020,Real Estate Brokers and Sales Agents,broad,"224,380"
825,41-9021,Real Estate Brokers,detailed,"48,460"
826,41-9022,Real Estate Sales Agents,detailed,"175,920"
827,41-9030,Sales Engineers,broad,"59,550"
828,41-9031,Sales Engineers,detailed,"59,550"
829,41-9040,Telemarketers,broad,"115,130"
830,41-9041,Telemarketers,detailed,"115,130"
831,41-9090,Miscellaneous Sales and Related Workers,broad,"243,600"
832,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"7,860"
833,41-9099,"Sales and Related Workers, All Other",detailed,"235,740"
834,43-0000,Office and Administrative Support Occupations,major,"18,299,380"
835,43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,443,630"
836,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,443,630"
837,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,443,630"
838,43-2000,Communications Equipment Operators,minor,"53,400"
839,43-2010,"Switchboard Operators, Including Answering Service",broad,"48,190"
840,43-2011,"Switchboard Operators, Including Answering Service",detailed,"48,190"
841,43-2020,Telephone Operators,broad,"3,870"
842,43-2021,Telephone Operators,detailed,"3,870"
843,43-2090,Miscellaneous Communications Equipment Operators,broad,"1,340"
844,43-2099,"Communications Equipment Operators, All Other",detailed,"1,340"
845,43-3000,Financial Clerks,minor,"2,768,230"
846,43-3010,Bill and Account Collectors,broad,"212,900"
847,43-3011,Bill and Account Collectors,detailed,"212,900"
848,43-3020,Billing and Posting Clerks,broad,"429,080"
849,43-3021,Billing and Posting Clerks,detailed,"429,080"
850,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,509,370"
851,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,509,370"
852,43-3040,Gambling Cage Workers,broad,"11,140"
853,43-3041,Gambling Cage Workers,detailed,"11,140"
854,43-3050,Payroll and Timekeeping Clerks,broad,"149,290"
855,43-3051,Payroll and Timekeeping Clerks,detailed,"149,290"
856,43-3060,Procurement Clerks,broad,"61,930"
857,43-3061,Procurement Clerks,detailed,"61,930"
858,43-3070,Tellers,broad,"364,210"
859,43-3071,Tellers,detailed,"364,210"
860,43-3090,Miscellaneous Financial Clerks,broad,"30,310"
861,43-3099,"Financial Clerks, All Other",detailed,"30,310"
862,43-4000,Information and Record Clerks,minor,"5,461,400"
863,43-4010,Brokerage Clerks,broad,"39,980"
864,43-4011,Brokerage Clerks,detailed,"39,980"
865,43-4020,Correspondence Clerks,broad,"7,060"
866,43-4021,Correspondence Clerks,detailed,"7,060"
867,43-4030,"Court, Municipal, and License Clerks",broad,"150,170"
868,43-4031,"Court, Municipal, and License Clerks",detailed,"150,170"
869,43-4040,"Credit Authorizers, Checkers, and Clerks",broad,"16,820"
870,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"16,820"
871,43-4050,Customer Service Representatives,broad,"2,787,070"
872,43-4051,Customer Service Representatives,detailed,"2,787,070"
873,43-4060,"Eligibility Interviewers, Government Programs",broad,"151,340"
874,43-4061,"Eligibility Interviewers, Government Programs",detailed,"151,340"
875,43-4070,File Clerks,broad,"85,460"
876,43-4071,File Clerks,detailed,"85,460"
877,43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,"220,380"
878,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"220,380"
879,43-4110,"Interviewers, Except Eligibility and Loan",broad,"169,840"
880,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"169,840"
881,43-4120,"Library Assistants, Clerical",broad,"78,470"
882,43-4121,"Library Assistants, Clerical",detailed,"78,470"
883,43-4130,Loan Interviewers and Clerks,broad,"238,610"
884,43-4131,Loan Interviewers and Clerks,detailed,"238,610"
885,43-4140,New Accounts Clerks,broad,"40,500"
886,43-4141,New Accounts Clerks,detailed,"40,500"
887,43-4150,Order Clerks,broad,"133,850"
888,43-4151,Order Clerks,detailed,"133,850"
889,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,"102,770"
890,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"102,770"
891,43-4170,Receptionists and Information Clerks,broad,"983,150"
892,43-4171,Receptionists and Information Clerks,detailed,"983,150"
893,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,"100,860"
894,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"100,860"
895,43-4190,Miscellaneous Information and Record Clerks,broad,"155,080"
896,43-4199,"Information and Record Clerks, All Other",detailed,"155,080"
897,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,"2,213,750"
898,43-5010,Cargo and Freight Agents,broad,"85,750"
899,43-5011,Cargo and Freight Agents,detailed,"85,750"
900,43-5020,Couriers and Messengers,broad,"68,310"
901,43-5021,Couriers and Messengers,detailed,"68,310"
902,43-5030,Dispatchers,broad,"291,380"
903,43-5031,Public Safety Telecommunicators,detailed,"97,050"
904,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"194,330"
905,43-5040,"Meter Readers, Utilities",broad,"24,000"
906,43-5041,"Meter Readers, Utilities",detailed,"24,000"
907,43-5050,Postal Service Workers,broad,"527,000"
908,43-5051,Postal Service Clerks,detailed,"79,320"
909,43-5052,Postal Service Mail Carriers,detailed,"335,540"
910,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"112,130"
