ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
453,27-3010,Broadcast Announcers and Radio Disc Jockeys,broad,"29,230"
454,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,"29,230"
455,27-3020,"News Analysts, Reporters and Journalists",broad,"44,100"
456,27-3023,"News Analysts, Reporters, and Journalists",detailed,"44,100"
457,27-3030,Public Relations Specialists,broad,"244,730"
458,27-3031,Public Relations Specialists,detailed,"244,730"
459,27-3040,Writers and Editors,broad,"192,580"
460,27-3041,Editors,detailed,"95,970"
461,27-3042,Technical Writers,detailed,"50,760"
462,27-3043,Writers and Authors,detailed,"45,860"
463,27-3090,Miscellaneous Media and Communication Workers,broad,"98,560"
464,27-3091,Interpreters and Translators,detailed,"58,870"
465,27-3092,Court Reporters and Simultaneous Captioners,detailed,"14,530"
466,27-3099,"Media and Communication Workers, All Other",detailed,"25,160"
467,27-4000,Media and Communication Equipment Workers,minor,"238,630"
468,27-4011,Audio and Video Technicians,detailed,"73,960"
469,27-4012,Broadcast Technicians,detailed,"28,650"
470,27-4014,Sound Engineering Technicians,detailed,"12,890"
471,27-4020,Photographers,broad,"50,620"
472,27-4021,Photographers,detailed,"50,620"
473,27-4030,"Television, Video, and Film Camera Operators and Editors",broad,"49,070"
474,27-4031,"Camera Operators, Television, Video, and Film",detailed,"21,500"
475,27-4032,Film and Video Editors,detailed,"27,570"
476,27-4098,"Lighting Technicians and Media and Communication Equipment Workers, All Other",detailed,"23,440"
477,29-0000,Healthcare Practitioners and Technical Occupations,major,"8,673,140"
478,29-1000,Healthcare Diagnosing or Treating Practitioners,minor,"5,685,500"
479,29-1010,Chiropractors,broad,"35,010"
480,29-1011,Chiropractors,detailed,"35,010"
481,29-1020,Dentists,broad,"127,200"
482,29-1021,"Dentists, General",detailed,"110,730"
483,29-1022,Oral and Maxillofacial Surgeons,detailed,"4,650"
484,29-1023,Orthodontists,detailed,"5,990"
485,29-1024,Prosthodontists,detailed,490
486,29-1029,"Dentists, All Other Specialists",detailed,"5,330"
487,29-1030,Dietitians and Nutritionists,broad,"67,670"
488,29-1031,Dietitians and Nutritionists,detailed,"67,670"
489,29-1040,Optometrists,broad,"39,420"
490,29-1041,Optometrists,detailed,"39,420"
491,29-1050,Pharmacists,broad,"311,200"
492,29-1051,Pharmacists,detailed,"311,200"
493,29-1070,Physician Assistants,broad,"120,090"
494,29-1071,Physician Assistants,detailed,"120,090"
495,29-1080,Podiatrists,broad,"9,770"
496,29-1081,Podiatrists,detailed,"9,770"
497,29-1120,Therapists,broad,"709,730"
498,29-1122,Occupational Therapists,detailed,"133,570"
499,29-1123,Physical Therapists,detailed,"233,350"
500,29-1124,Radiation Therapists,detailed,"17,860"
501,29-1125,Recreational Therapists,detailed,"19,070"
502,29-1126,Respiratory Therapists,detailed,"132,090"
503,29-1127,Speech-Language Pathologists,detailed,"154,360"
504,29-1128,Exercise Physiologists,detailed,"7,280"
505,29-1129,"Therapists, All Other",detailed,"12,170"
506,29-1130,Veterinarians,broad,"74,540"
507,29-1131,Veterinarians,detailed,"74,540"
508,29-1140,Registered Nurses,broad,"2,982,280"
509,29-1141,Registered Nurses,detailed,"2,982,280"
510,29-1150,Nurse Anesthetists,broad,"43,570"
511,29-1151,Nurse Anesthetists,detailed,"43,570"
512,29-1160,Nurse Midwives,broad,"6,930"
513,29-1161,Nurse Midwives,detailed,"6,930"
514,29-1170,Nurse Practitioners,broad,"200,600"
515,29-1171,Nurse Practitioners,detailed,"200,600"
516,29-1180,Audiologists,broad,"13,590"
517,29-1181,Audiologists,detailed,"13,590"
518,29-1211,Anesthesiologists,detailed,"31,010"
519,29-1215,Family Medicine Physicians,detailed,"109,370"
520,29-1216,General Internal Medicine Physicians,detailed,"44,610"
521,29-1218,Obstetricians and Gynecologists,detailed,"18,620"
522,29-1221,"Pediatricians, General",detailed,"29,740"
523,29-1223,Psychiatrists,detailed,"25,530"
524,29-1228,"Physicians, All Other; and Ophthalmologists, Except Pediatric",detailed,"390,680"
525,29-1248,"Surgeons, Except Ophthalmologists",detailed,"36,270"
526,29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,broad,"258,060"
527,29-1292,Dental Hygienists,detailed,"221,560"
528,29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,"36,500"
529,29-2000,Health Technologists and Technicians,minor,"2,902,300"
530,29-2010,Clinical Laboratory Technologists and Technicians,detailed,"326,020"
531,29-2010,Clinical Laboratory Technologists and Technicians,broad,"326,020"
532,29-2031,Cardiovascular Technologists and Technicians,detailed,"56,110"
533,29-2032,Diagnostic Medical Sonographers,detailed,"72,790"
534,29-2033,Nuclear Medicine Technologists,detailed,"18,110"
535,29-2034,Radiologic Technologists and Technicians,detailed,"207,360"
536,29-2035,Magnetic Resonance Imaging Technologists,detailed,"37,900"
537,29-2040,Emergency Medical Technicians and Paramedics,detailed,"260,600"
538,29-2040,Emergency Medical Technicians and Paramedics,broad,"260,600"
539,29-2050,Health Practitioner Support Technologists and Technicians,broad,"803,740"
540,29-2051,Dietetic Technicians,detailed,"29,230"
541,29-2052,Pharmacy Technicians,detailed,"417,780"
542,29-2053,Psychiatric Technicians,detailed,"78,470"
543,29-2055,Surgical Technologists,detailed,"109,000"
544,29-2056,Veterinary Technologists and Technicians,detailed,"110,650"
545,29-2057,Ophthalmic Medical Technicians,detailed,"58,600"
546,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,"697,510"
547,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"697,510"
548,29-2080,"Opticians, Dispensing",broad,"72,330"
549,29-2081,"Opticians, Dispensing",detailed,"72,330"
550,29-2091,Orthotists and Prosthetists,detailed,"9,830"
551,29-2092,Hearing Aid Specialists,detailed,"8,210"
552,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,"331,790"
553,29-9000,Other Healthcare Practitioners and Technical Occupations,minor,"85,340"
554,29-9091,Athletic Trainers,detailed,"28,600"
555,29-9092,Genetic Counselors,detailed,"2,390"
556,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,"54,350"
557,31-0000,Healthcare Support Occupations,major,"6,521,790"
558,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",minor,"4,683,430"
559,31-1120,Home Health and Personal Care Aides,detailed,"3,161,500"
560,31-1120,Home Health and Personal Care Aides,broad,"3,161,500"
561,31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",broad,"1,521,930"
562,31-1131,Nursing Assistants,detailed,"1,419,920"
563,31-1132,Orderlies,detailed,"46,990"
564,31-1133,Psychiatric Aides,detailed,"55,020"
565,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,"198,660"
566,31-2010,Occupational Therapy Assistants and Aides,broad,"52,550"
567,31-2011,Occupational Therapy Assistants,detailed,"44,990"
568,31-2012,Occupational Therapy Aides,detailed,"7,560"
569,31-2020,Physical Therapist Assistants and Aides,broad,"146,110"
570,31-2021,Physical Therapist Assistants,detailed,"96,840"
571,31-2022,Physical Therapist Aides,detailed,"49,270"
572,31-9000,Other Healthcare Support Occupations,minor,"1,639,700"
573,31-9010,Massage Therapists,broad,"107,240"
574,31-9011,Massage Therapists,detailed,"107,240"
575,31-9090,Miscellaneous Healthcare Support Occupations,broad,"1,532,460"
576,31-9091,Dental Assistants,detailed,"351,470"
577,31-9092,Medical Assistants,detailed,"712,430"
578,31-9093,Medical Equipment Preparers,detailed,"56,900"
579,31-9094,Medical Transcriptionists,detailed,"55,780"
580,31-9095,Pharmacy Aides,detailed,"37,280"
581,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"97,030"
582,31-9097,Phlebotomists,detailed,"128,290"
583,31-9099,"Healthcare Support Workers, All Other",detailed,"93,270"
584,33-0000,Protective Service Occupations,major,"3,498,800"
585,33-1000,Supervisors of Protective Service Workers,minor,"319,960"
586,33-1010,First-Line Supervisors of Law Enforcement Workers,broad,"167,780"
587,33-1011,First-Line Supervisors of Correctional Officers,detailed,"46,430"
588,33-1012,First-Line Supervisors of Police and Detectives,detailed,"121,340"
589,33-1020,First-Line Supervisors of Firefighting and Prevention Workers,broad,"69,590"
590,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,"69,590"
591,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,"82,590"
592,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,"82,590"
593,33-2000,Firefighting and Prevention Workers,minor,"340,490"
594,33-2010,Firefighters,broad,"324,620"
595,33-2011,Firefighters,detailed,"324,620"
596,33-2020,Fire Inspectors,broad,"15,870"
597,33-2021,Fire Inspectors and Investigators,detailed,"13,710"
598,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,"2,160"
599,33-3000,Law Enforcement Workers,minor,"1,232,740"
600,33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,"442,700"
601,33-3011,Bailiffs,detailed,"19,650"
602,33-3012,Correctional Officers and Jailers,detailed,"423,050"
603,33-3020,Detectives and Criminal Investigators,broad,"105,620"
604,33-3021,Detectives and Criminal Investigators,detailed,"105,620"
605,33-3030,Fish and Game Wardens,broad,"6,800"
606,33-3031,Fish and Game Wardens,detailed,"6,800"
607,33-3040,Parking Enforcement Workers,broad,"7,650"
608,33-3041,Parking Enforcement Workers,detailed,"7,650"
609,33-3050,Police Officers,broad,"669,970"
610,33-3051,Police and Sheriff's Patrol Officers,detailed,"665,280"
611,33-3052,Transit and Railroad Police,detailed,"4,690"
612,33-9000,Other Protective Service Workers,minor,"1,605,610"
613,33-9010,Animal Control Workers,broad,"11,980"
614,33-9011,Animal Control Workers,detailed,"11,980"
615,33-9020,Private Detectives and Investigators,broad,"35,000"
616,33-9021,Private Detectives and Investigators,detailed,"35,000"
617,33-9030,Security Guards and Gambling Surveillance Officers,broad,"1,136,650"
618,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,"10,280"
619,33-9032,Security Guards,detailed,"1,126,370"
620,33-9090,Miscellaneous Protective Service Workers,broad,"421,980"
621,33-9091,Crossing Guards and Flaggers,detailed,"84,920"
622,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"143,940"
623,33-9093,Transportation Security Screeners,detailed,"46,730"
624,33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,"146,390"
625,35-0000,Food Preparation and Serving Related Occupations,major,"13,494,590"
626,35-1000,Supervisors of Food Preparation and Serving Workers,minor,"1,139,290"
627,35-1010,Supervisors of Food Preparation and Serving Workers,broad,"1,139,290"
628,35-1011,Chefs and Head Cooks,detailed,"128,190"
629,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"1,011,100"
630,35-2000,Cooks and Food Preparation Workers,minor,"3,367,740"
631,35-2010,Cooks,broad,"2,504,000"
632,35-2011,"Cooks, Fast Food",detailed,"527,220"
633,35-2012,"Cooks, Institution and Cafeteria",detailed,"402,480"
634,35-2013,"Cooks, Private Household",detailed,390
635,35-2014,"Cooks, Restaurant",detailed,"1,401,890"
636,35-2015,"Cooks, Short Order",detailed,"152,670"
637,35-2019,"Cooks, All Other",detailed,"19,340"
638,35-2020,Food Preparation Workers,broad,"863,740"
639,35-2021,Food Preparation Workers,detailed,"863,740"
640,35-3000,Food and Beverage Serving Workers,minor,"7,500,280"
641,35-3010,Bartenders,broad,"646,850"
642,35-3011,Bartenders,detailed,"646,850"
643,35-3020,Fast Food and Counter Workers,broad,"3,996,820"
644,35-3023,Fast Food and Counter Workers,detailed,"3,996,820"
645,35-3030,Waiters and Waitresses,broad,"2,579,020"
646,35-3031,Waiters and Waitresses,detailed,"2,579,020"
647,35-3040,"Food Servers, Nonrestaurant",broad,"277,580"
648,35-3041,"Food Servers, Nonrestaurant",detailed,"277,580"
649,35-9000,Other Food Preparation and Serving Related Workers,minor,"1,487,290"
650,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,"477,270"
651,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"477,270"
652,35-9020,Dishwashers,broad,"514,330"
653,35-9021,Dishwashers,detailed,"514,330"
654,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,"423,380"
655,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"423,380"
656,35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,"72,300"
657,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"72,300"
658,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"4,429,100"
659,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,"259,140"
660,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,"259,140"
661,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"155,550"
662,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"103,580"
663,37-2000,Building Cleaning and Pest Control Workers,minor,"3,170,010"
664,37-2010,Building Cleaning Workers,broad,"3,090,570"
665,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"2,145,450"
666,37-2012,Maids and Housekeeping Cleaners,detailed,"926,960"
667,37-2019,"Building Cleaning Workers, All Other",detailed,"18,150"
668,37-2020,Pest Control Workers,broad,"79,450"
669,37-2021,Pest Control Workers,detailed,"79,450"
670,37-3000,Grounds Maintenance Workers,minor,"999,960"
671,37-3010,Grounds Maintenance Workers,broad,"999,960"
672,37-3011,Landscaping and Groundskeeping Workers,detailed,"912,660"
673,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"25,780"
674,37-3013,Tree Trimmers and Pruners,detailed,"47,210"
675,37-3019,"Grounds Maintenance Workers, All Other",detailed,"14,310"
676,39-0000,Personal Care and Service Occupations,major,"3,303,200"
677,39-1000,Supervisors of Personal Care and Service Workers,minor,"247,100"
678,39-1013,First-Line Supervisors of Gambling Services Workers,detailed,"29,420"
679,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",detailed,"217,680"
680,39-2000,Animal Care and Service Workers,minor,"228,980"
681,39-2010,Animal Trainers,broad,"16,530"
682,39-2011,Animal Trainers,detailed,"16,530"
683,39-2020,Animal Caretakers,broad,"212,450"
684,39-2021,Animal Caretakers,detailed,"212,450"
685,39-3000,Entertainment Attendants and Related Workers,minor,"628,090"
686,39-3010,Gambling Services Workers,broad,"119,330"
687,39-3011,Gambling Dealers,detailed,"98,890"
688,39-3012,Gambling and Sports Book Writers and Runners,detailed,"9,970"
689,39-3019,"Gambling Service Workers, All Other",detailed,"10,470"
690,39-3020,Motion Picture Projectionists,broad,"4,540"
691,39-3021,Motion Picture Projectionists,detailed,"4,540"
692,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,"138,160"
693,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"138,160"
694,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,"366,050"
695,39-3091,Amusement and Recreation Attendants,detailed,"338,110"
696,39-3092,Costume Attendants,detailed,"7,460"
697,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"15,990"
698,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,"4,500"
699,39-4011,Embalmers,detailed,"3,890"
700,39-4020,Funeral Attendants,broad,"34,370"
701,39-4021,Funeral Attendants,detailed,"34,370"
702,39-4030,"Morticians, Undertakers, and Funeral Arrangers",broad,"25,440"
703,39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,"25,440"
704,39-5000,Personal Appearance Workers,minor,"589,960"
705,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,"405,990"
706,39-5011,Barbers,detailed,"20,030"
707,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"385,960"
708,39-5090,Miscellaneous Personal Appearance Workers,broad,"183,970"
709,39-5091,"Makeup Artists, Theatrical and Performance",detailed,"3,400"
710,39-5092,Manicurists and Pedicurists,detailed,"111,780"
711,39-5093,Shampooers,detailed,"12,120"
712,39-5094,Skincare Specialists,detailed,"56,660"
713,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,"81,460"
714,39-6010,"Baggage Porters, Bellhops, and Concierges",broad,"81,460"
715,39-6011,Baggage Porters and Bellhops,detailed,"39,790"
716,39-6012,Concierges,detailed,"41,670"
717,39-7000,Tour and Travel Guides,minor,"48,710"
718,39-7010,Tour and Travel Guides,detailed,"48,710"
719,39-7010,Tour and Travel Guides,broad,"48,710"
720,39-9010,Childcare Workers,broad,"561,520"
721,39-9011,Childcare Workers,detailed,"561,520"
722,39-9030,Recreation and Fitness Workers,broad,"684,240"
723,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,"325,500"
724,39-9032,Recreation Workers,detailed,"358,750"
725,39-9040,Residential Advisors,broad,"107,930"
726,39-9041,Residential Advisors,detailed,"107,930"
727,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",detailed,"61,510"
728,41-0000,Sales and Related Occupations,major,"14,371,410"
729,41-1000,Supervisors of Sales Workers,minor,"1,420,990"
730,41-1010,First-Line Supervisors of Sales Workers,broad,"1,420,990"
731,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,171,900"
732,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"249,090"
733,41-2000,Retail Sales Workers,minor,"8,603,590"
734,41-2010,Cashiers,broad,"3,617,910"
735,41-2011,Cashiers,detailed,"3,596,630"
736,41-2012,Gambling Change Persons and Booth Cashiers,detailed,"21,290"
737,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"667,730"
738,41-2021,Counter and Rental Clerks,detailed,"411,560"
739,41-2022,Parts Salespersons,detailed,"256,170"
740,41-2030,Retail Salespersons,broad,"4,317,950"
741,41-2031,Retail Salespersons,detailed,"4,317,950"
742,41-3000,"Sales Representatives, Services",minor,"2,084,000"
743,41-3010,Advertising Sales Agents,broad,"129,740"
744,41-3011,Advertising Sales Agents,detailed,"129,740"
745,41-3020,Insurance Sales Agents,broad,"410,050"
746,41-3021,Insurance Sales Agents,detailed,"410,050"
747,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,"437,880"
748,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"437,880"
749,41-3040,Travel Agents,broad,"66,670"
750,41-3041,Travel Agents,detailed,"66,670"
751,41-3090,"Miscellaneous Sales Representatives, Services",broad,"1,039,670"
752,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,"1,039,670"
753,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"1,651,500"
754,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"1,651,500"
755,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"306,980"
756,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"1,344,530"
757,41-9000,Other Sales and Related Workers,minor,"611,330"
758,41-9010,"Models, Demonstrators, and Product Promoters",broad,"80,080"
759,41-9011,Demonstrators and Product Promoters,detailed,"77,760"
760,41-9012,Models,detailed,"2,320"
761,41-9020,Real Estate Brokers and Sales Agents,broad,"205,060"
762,41-9021,Real Estate Brokers,detailed,"42,730"
763,41-9022,Real Estate Sales Agents,detailed,"162,330"
764,41-9030,Sales Engineers,broad,"63,550"
765,41-9031,Sales Engineers,detailed,"63,550"
766,41-9040,Telemarketers,broad,"134,800"
767,41-9041,Telemarketers,detailed,"134,800"
768,41-9090,Miscellaneous Sales and Related Workers,broad,"127,850"
769,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"8,930"
770,41-9099,"Sales and Related Workers, All Other",detailed,"118,910"
771,43-0000,Office and Administrative Support Occupations,major,"19,528,250"
772,43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,487,870"
773,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,487,870"
774,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,487,870"
775,43-2000,Communications Equipment Operators,minor,"76,030"
776,43-2010,"Switchboard Operators, Including Answering Service",broad,"68,050"
777,43-2011,"Switchboard Operators, Including Answering Service",detailed,"68,050"
778,43-2020,Telephone Operators,broad,"4,740"
779,43-2021,Telephone Operators,detailed,"4,740"
780,43-2090,Miscellaneous Communications Equipment Operators,broad,"3,240"
781,43-2099,"Communications Equipment Operators, All Other",detailed,"3,240"
782,43-3000,Financial Clerks,minor,"2,910,660"
783,43-3010,Bill and Account Collectors,broad,"235,870"
784,43-3011,Bill and Account Collectors,detailed,"235,870"
785,43-3020,Billing and Posting Clerks,broad,"466,450"
786,43-3021,Billing and Posting Clerks,detailed,"466,450"
787,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,512,660"
788,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,512,660"
789,43-3040,Gambling Cage Workers,broad,"14,330"
790,43-3041,Gambling Cage Workers,detailed,"14,330"
791,43-3050,Payroll and Timekeeping Clerks,broad,"142,700"
792,43-3051,Payroll and Timekeeping Clerks,detailed,"142,700"
793,43-3060,Procurement Clerks,broad,"66,030"
794,43-3061,Procurement Clerks,detailed,"66,030"
795,43-3070,Tellers,broad,"442,120"
796,43-3071,Tellers,detailed,"442,120"
797,43-3090,Miscellaneous Financial Clerks,broad,"30,500"
798,43-3099,"Financial Clerks, All Other",detailed,"30,500"
799,43-4000,Information and Record Clerks,minor,"5,780,040"
800,43-4010,Brokerage Clerks,broad,"47,990"
801,43-4011,Brokerage Clerks,detailed,"47,990"
802,43-4020,Correspondence Clerks,broad,"6,250"
803,43-4021,Correspondence Clerks,detailed,"6,250"
804,43-4030,"Court, Municipal, and License Clerks",broad,"154,020"
805,43-4031,"Court, Municipal, and License Clerks",detailed,"154,020"
806,43-4040,"Credit Authorizers, Checkers, and Clerks",broad,"26,700"
807,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"26,700"
808,43-4050,Customer Service Representatives,broad,"2,919,230"
809,43-4051,Customer Service Representatives,detailed,"2,919,230"
810,43-4060,"Eligibility Interviewers, Government Programs",broad,"139,780"
811,43-4061,"Eligibility Interviewers, Government Programs",detailed,"139,780"
812,43-4070,File Clerks,broad,"102,300"
813,43-4071,File Clerks,detailed,"102,300"
814,43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,"267,940"
815,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"267,940"
816,43-4110,"Interviewers, Except Eligibility and Loan",broad,"188,570"
817,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"188,570"
818,43-4120,"Library Assistants, Clerical",broad,"85,910"
819,43-4121,"Library Assistants, Clerical",detailed,"85,910"
820,43-4130,Loan Interviewers and Clerks,broad,"208,530"
821,43-4131,Loan Interviewers and Clerks,detailed,"208,530"
822,43-4140,New Accounts Clerks,broad,"43,420"
823,43-4141,New Accounts Clerks,detailed,"43,420"
824,43-4150,Order Clerks,broad,"137,180"
825,43-4151,Order Clerks,detailed,"137,180"
826,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,"117,340"
827,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"117,340"
828,43-4170,Receptionists and Information Clerks,broad,"1,057,370"
829,43-4171,Receptionists and Information Clerks,detailed,"1,057,370"
830,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,"123,660"
831,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"123,660"
832,43-4190,Miscellaneous Information and Record Clerks,broad,"153,850"
833,43-4199,"Information and Record Clerks, All Other",detailed,"153,850"
834,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,"2,155,080"
835,43-5010,Cargo and Freight Agents,broad,"95,810"
836,43-5011,Cargo and Freight Agents,detailed,"95,810"
837,43-5020,Couriers and Messengers,broad,"74,720"
838,43-5021,Couriers and Messengers,detailed,"74,720"
839,43-5030,Dispatchers,broad,"294,680"
840,43-5031,Public Safety Telecommunicators,detailed,"95,320"
841,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"199,360"
842,43-5040,"Meter Readers, Utilities",broad,"30,450"
843,43-5041,"Meter Readers, Utilities",detailed,"30,450"
844,43-5050,Postal Service Workers,broad,"523,220"
845,43-5051,Postal Service Clerks,detailed,"81,170"
846,43-5052,Postal Service Mail Carriers,detailed,"339,650"
847,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"102,390"
848,43-5060,"Production, Planning, and Expediting Clerks",broad,"370,380"
849,43-5061,"Production, Planning, and Expediting Clerks",detailed,"370,380"
850,43-5070,"Shipping, Receiving, and Inventory Clerks",broad,"704,910"
851,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,"704,910"
852,43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,"60,920"
853,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"60,920"
854,43-6000,Secretaries and Administrative Assistants,minor,"3,353,950"
855,43-6010,Secretaries and Administrative Assistants,broad,"3,353,950"
856,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"542,690"
857,43-6012,Legal Secretaries and Administrative Assistants,detailed,"168,140"
858,43-6013,Medical Secretaries and Administrative Assistants,detailed,"604,780"
859,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"2,038,340"
860,43-9000,Other Office and Administrative Support Workers,minor,"3,764,620"
861,43-9020,Data Entry and Information Processing Workers,broad,"207,390"
862,43-9021,Data Entry Keyers,detailed,"159,930"
863,43-9022,Word Processors and Typists,detailed,"47,460"
864,43-9030,Desktop Publishers,broad,"8,740"
865,43-9031,Desktop Publishers,detailed,"8,740"
866,43-9040,Insurance Claims and Policy Processing Clerks,broad,"257,000"
867,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"257,000"
868,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,"83,580"
869,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"83,580"
870,43-9060,"Office Clerks, General",broad,"2,956,060"
871,43-9061,"Office Clerks, General",detailed,"2,956,060"
872,43-9070,"Office Machine Operators, Except Computer",broad,"45,960"
873,43-9071,"Office Machine Operators, Except Computer",detailed,"45,960"
874,43-9080,Proofreaders and Copy Markers,broad,"7,730"
875,43-9081,Proofreaders and Copy Markers,detailed,"7,730"
876,43-9110,Statistical Assistants,broad,"9,810"
877,43-9111,Statistical Assistants,detailed,"9,810"
878,43-9190,Miscellaneous Office and Administrative Support Workers,broad,"188,360"
879,43-9199,"Office and Administrative Support Workers, All Other",detailed,"188,360"
880,45-0000,"Farming, Fishing, and Forestry Occupations",major,"484,750"
881,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,"22,560"
882,45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,"22,560"
883,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,"22,560"
884,45-2000,Agricultural Workers,minor,"415,390"
885,45-2010,Agricultural Inspectors,broad,"13,760"
886,45-2011,Agricultural Inspectors,detailed,"13,760"
887,45-2020,Animal Breeders,broad,"1,610"
888,45-2021,Animal Breeders,detailed,"1,610"
889,45-2040,"Graders and Sorters, Agricultural Products",broad,"34,340"
890,45-2041,"Graders and Sorters, Agricultural Products",detailed,"34,340"
891,45-2090,Miscellaneous Agricultural Workers,broad,"365,680"
892,45-2091,Agricultural Equipment Operators,detailed,"26,990"
893,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"295,520"
